Repo,Folder Path,Has Docker,Port,PoC Logic,Show Description,Vulnerabilities
Xib3rR4dAr_WannaRace,local_repos/Xib3rR4dAr_WannaRace,Yes,80,RCE,"This repository provides sql injection, ssrf, xss proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['SQL Injection', 'SSRF', 'XSS', 'Header Injection', 'LFI/RFI', 'RCE']"
MyJWT,local_repos/MyJWT,Yes,,RCE,"This repository provides rce, header injection, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'SSRF', 'SQL Injection']"
pypa_pipx,local_repos/pypa_pipx,No,,RCE,"This repository provides rce, header injection, xss proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'XSS', 'LFI/RFI', 'SSRF', 'Path Traversal']"
forsaken-mail,local_repos/forsaken-mail,Yes,25,RCE,"This repository provides ssrf, xss, rce proof-of-concept with Docker deployment on port 25 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'RCE']"
reality,local_repos/reality,No,,RCE,"This repository provides rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI']"
WindTerm,local_repos/WindTerm,No,,RCE,"This repository provides lfi/rfi, path traversal, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SQL Injection', 'XSS', 'RCE', 'Header Injection']"
fumadocs,local_repos/fumadocs,No,,RCE,"This repository provides xss, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE', 'SSRF', 'SQL Injection']"
ReconNote,local_repos/ReconNote,Yes,65536,RCE,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept with Docker deployment on port 65536 demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'RCE']"
trojan,local_repos/trojan,Yes,,RFI,"This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF']"
cdk8s_tkey,local_repos/cdk8s_tkey,Yes,19091,RCE,"This repository provides header injection, rce, xss proof-of-concept with Docker deployment on port 19091 demonstrating web-based attack vectors.","['Header Injection', 'RCE', 'XSS', 'LFI/RFI', 'Path Traversal']"
og-miner,local_repos/og-miner,No,,RCE,This repository provides ssrf proof-of-concept demonstrating web-based attack vectors.,['SSRF']
tcpprobe,local_repos/tcpprobe,Yes,8081,SSRF,"This repository provides ssrf, lfi/rfi proof-of-concept with Docker deployment on port 8081 demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI']"
code6,local_repos/code6,Yes,3306,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment on port 3306 demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'XSS', 'Path Traversal', 'Header Injection', 'SQL Injection']"
Dockertools,local_repos/Dockertools,Yes,,Web Application,Security research repository - Dockertools,[]
samson,local_repos/samson,Yes,,RCE,"This repository provides lfi/rfi, rce, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Path Traversal', 'SQL Injection', 'XSS', 'Deserialization', 'Header Injection']"
ClearScript.Manager,local_repos/ClearScript.Manager,No,,RCE,"This repository provides xss, lfi/rfi, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Header Injection', 'RCE', 'SQL Injection', 'Path Traversal']"
AndroidUtilCode,local_repos/AndroidUtilCode,No,,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE', 'Deserialization', 'Header Injection', 'SSRF']"
webshell-analyzer,local_repos/webshell-analyzer,No,,RCE,"This repository provides xss, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'SSRF']"
threagile,local_repos/threagile,Yes,,RCE,"This repository provides sql injection, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'RCE', 'XSS', 'Header Injection', 'Path Traversal', 'Deserialization']"
windows-rs,local_repos/windows-rs,No,,RCE,"This repository provides lfi/rfi, sql injection, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'XSS', 'RCE', 'Header Injection', 'Path Traversal']"
EasyCode,local_repos/EasyCode,No,,SQL Injection,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection']"
cloudflare-proxy,local_repos/cloudflare-proxy,No,,Web Application,Security research repository - cloudflare-proxy,[]
Solitude,local_repos/Solitude,No,,RCE,"This repository provides rce, sql injection, xss proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SQL Injection', 'XSS', 'SSRF', 'LFI/RFI', 'Path Traversal', 'Header Injection']"
c0ny1_xxe-lab,local_repos/c0ny1_xxe-lab,No,,RCE,"This repository provides xss, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'LFI/RFI', 'SQL Injection', 'RCE']"
legion,local_repos/legion,Yes,,RCE,"This repository provides rce, lfi/rfi, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SQL Injection', 'Header Injection', 'SSRF', 'Path Traversal']"
n0madic_nmap-vulners-vulscan,local_repos/n0madic_nmap-vulners-vulscan,Yes,,LFI/RFI,This repository provides lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.,['LFI/RFI']
Music-Downloader,local_repos/Music-Downloader,No,,RCE,"This repository provides xss, header injection, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'RCE', 'LFI/RFI']"
H,local_repos/H,Yes,6379,RFI,"This repository provides rce, xss, lfi/rfi proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['RCE', 'XSS', 'LFI/RFI', 'Path Traversal', 'SSRF', 'Header Injection', 'SQL Injection']"
vmware-archive_octant,local_repos/vmware-archive_octant,Yes,,RCE,"This repository provides lfi/rfi, ssrf, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'RCE', 'XSS', 'Header Injection', 'Path Traversal', 'Deserialization']"
Watchdog,local_repos/Watchdog,No,,RCE,"This repository provides lfi/rfi, path traversal, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SQL Injection', 'XSS', 'Header Injection', 'SSRF', 'RCE']"
push-to-kindle,local_repos/push-to-kindle,Yes,8001,RCE,"This repository provides ssrf, header injection, xss proof-of-concept with Docker deployment on port 8001 demonstrating web-based attack vectors.","['SSRF', 'Header Injection', 'XSS', 'RCE', 'LFI/RFI']"
fiddler_tools,local_repos/fiddler_tools,Yes,80,RCE,"This repository provides rce, ssrf, xss proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['RCE', 'SSRF', 'XSS', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'SQL Injection']"
gitlab-watchman,local_repos/gitlab-watchman,Yes,,RCE,"This repository provides lfi/rfi, ssrf, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Header Injection']"
CTFever,local_repos/CTFever,Yes,3000,RCE,"This repository provides ssrf, xss, header injection proof-of-concept with Docker deployment on port 3000 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'Header Injection', 'LFI/RFI', 'RCE', 'SQL Injection']"
SurfSense,local_repos/SurfSense,Yes,6379,RCE,"This repository provides lfi/rfi, ssrf, rce proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'RCE', 'Header Injection', 'SQL Injection', 'Path Traversal']"
lgh06_web-page-monitor,local_repos/lgh06_web-page-monitor,Yes,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'SSRF']"
tryzealot_zealot,local_repos/tryzealot_zealot,Yes,80,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE', 'XSS', 'Header Injection', 'SQL Injection', 'Deserialization']"
kalm,local_repos/kalm,Yes,,RCE,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE', 'Deserialization', 'Header Injection', 'XSS']"
t0thkr1s_allsafe,local_repos/t0thkr1s_allsafe,No,,"RCE, SQL Injection","This repository provides deserialization, sql injection proof-of-concept demonstrating web-based attack vectors.","['Deserialization', 'SQL Injection']"
oxpecker,local_repos/oxpecker,No,,LFI/RFI,This repository provides lfi/rfi proof-of-concept demonstrating web-based attack vectors.,['LFI/RFI']
xsshunter-express,local_repos/xsshunter-express,Yes,443,XSS,"This repository provides lfi/rfi, sql injection, xss proof-of-concept with Docker deployment on port 443 demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'XSS', 'Header Injection', 'Path Traversal']"
dqzg12300_MikRom,local_repos/dqzg12300_MikRom,No,,"RCE, LFI","This repository provides lfi/rfi, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE']"
HRDevHelper,local_repos/HRDevHelper,No,,LFI/RFI,"This repository provides path traversal, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Path Traversal', 'LFI/RFI']"
python-adb,local_repos/python-adb,No,,RCE,"This repository provides lfi/rfi, header injection, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'SQL Injection', 'RCE']"
openai-translator,local_repos/openai-translator,No,,RCE,"This repository provides lfi/rfi, xss, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Path Traversal']"
Flowise,local_repos/Flowise,Yes,3000,RCE,"This repository provides ssrf, xss, header injection proof-of-concept with Docker deployment on port 3000 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE']"
walle-web,local_repos/walle-web,Yes,8,RCE,"This repository provides rce, xss, header injection proof-of-concept with Docker deployment on port 8 demonstrating web-based attack vectors.","['RCE', 'XSS', 'Header Injection', 'LFI/RFI', 'SQL Injection']"
doodle,local_repos/doodle,No,,RCE,"This repository provides lfi/rfi, xss, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'SQL Injection', 'RCE', 'Header Injection', 'Path Traversal']"
go-http-tunnel,local_repos/go-http-tunnel,No,,RCE,"This repository provides header injection, lfi/rfi, ssrf proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'SSRF', 'SQL Injection']"
GraphCrawler,local_repos/GraphCrawler,Yes,,RCE,This repository provides rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.,['RCE']
timwhitez_doge-getsys,local_repos/timwhitez_doge-getsys,No,,RCE,This repository provides rce proof-of-concept demonstrating web-based attack vectors.,['RCE']
Wordpresscan,local_repos/Wordpresscan,No,,RCE,"This repository provides ssrf, rce proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'RCE']"
docker-elk,local_repos/docker-elk,Yes,9200,"RCE, RFI","This repository provides lfi/rfi, ssrf, path traversal proof-of-concept with Docker deployment on port 9200 demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Path Traversal']"
SerializationDumper,local_repos/SerializationDumper,Yes,,"RCE, Deserialization","This repository provides lfi/rfi, deserialization proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Deserialization']"
karton,local_repos/karton,Yes,,RCE,"This repository provides lfi/rfi, path traversal, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SQL Injection', 'Deserialization', 'SSRF']"
tweepy,local_repos/tweepy,No,,SQL Injection,"This repository provides header injection, path traversal, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'Path Traversal', 'LFI/RFI', 'SQL Injection', 'Deserialization', 'XSS']"
Spring_All_Reachable,local_repos/Spring_All_Reachable,No,,RCE,"This repository provides rce, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'XSS', 'Header Injection']"
microsoft_PromptWizard,local_repos/microsoft_PromptWizard,No,,RCE,"This repository provides lfi/rfi, rce, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'XSS', 'Deserialization', 'SQL Injection', 'SSRF']"
ATpiu_asset-scan,local_repos/ATpiu_asset-scan,Yes,,RCE,"This repository provides rce, header injection, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'LFI/RFI', 'SSRF']"
Ne0nd0g_merlin,local_repos/Ne0nd0g_merlin,Yes,,RCE,"This repository provides lfi/rfi, header injection, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'RCE']"
tauri,local_repos/tauri,Yes,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE', 'Header Injection']"
K-Scheduler,local_repos/K-Scheduler,Yes,,RCE,"This repository provides xss, rce, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'Deserialization', 'Header Injection', 'SQL Injection', 'SSRF']"
TaskScheduler,local_repos/TaskScheduler,No,,RCE,"This repository provides lfi/rfi, rce, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'XSS', 'Header Injection', 'SQL Injection', 'Path Traversal']"
proxy-web,local_repos/proxy-web,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'SQL Injection']"
pywebview,local_repos/pywebview,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SQL Injection', 'RCE', 'SSRF', 'Deserialization']"
xssor2,local_repos/xssor2,Yes,8000,XSS,"This repository provides sql injection, rce, lfi/rfi proof-of-concept with Docker deployment on port 8000 demonstrating web-based attack vectors.","['SQL Injection', 'RCE', 'LFI/RFI', 'XSS', 'Header Injection', 'Path Traversal']"
ninjasworkout,local_repos/ninjasworkout,No,,"RCE, SQL Injection","This repository provides xss, deserialization, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Deserialization', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE']"
blog,local_repos/blog,No,,RCE,"This repository provides xss, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection']"
dvopsway_datasploit,local_repos/dvopsway_datasploit,No,,RCE,"This repository provides xss, rce, ssrf proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'SSRF', 'Path Traversal', 'LFI/RFI', 'Header Injection']"
JSigThief,local_repos/JSigThief,No,,RCE,This repository provides rce proof-of-concept demonstrating web-based attack vectors.,['RCE']
wazuh-kubernetes-helmchart,local_repos/wazuh-kubernetes-helmchart,Yes,,"RCE, RFI","This repository provides lfi/rfi, path traversal, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE']"
